歌手,歌名,来源,置信度
功夫胖KungFuPen,百乐门,github_extended,0.7
功夫胖KungFuPen,百乐门,github_v2,0.75
功夫胖KungFuPen,离骚 (Live),github_dataset,0.8
功夫胖KungFuPen,离骚 (Live),github_extended,0.7
功夫胖KungFuPen,离骚 (Live),github_v2,0.75
功夫胖KungFuPen,绝可 feat.派克特,github_dataset,0.8
功夫胖KungFuPen,绝可 feat.派克特,github_extended,0.7
功夫胖KungFuPen,绝可 feat.派克特,github_v2,0.75
功夫胖KungFuPen,胡大姐,github_dataset,0.8
功夫胖KungFuPen,胡大姐,github_extended,0.7
功夫胖KungFuPen,胡大姐,github_v2,0.75
功夫胖KungFuPen,蛋 feat.艾热,github_dataset,0.8
功夫胖KungFuPen,蛋 feat.艾热,github_extended,0.7
功夫胖KungFuPen,蛋 feat.艾热,github_v2,0.75
功夫胖KungFuPen,豆子芝麻茶,github_dataset,0.8
功夫胖KungFuPen,豆子芝麻茶,github_extended,0.7
功夫胖KungFuPen,豆子芝麻茶,github_v2,0.75
功夫胖KungFuPen,跳跳蛙2.0,github_dataset,0.8
功夫胖KungFuPen,跳跳蛙2.0,github_extended,0.7
功夫胖KungFuPen,跳跳蛙2.0,github_v2,0.75
功夫胖KungFuPen,蹦极 (Live),github_dataset,0.8
功夫胖KungFuPen,蹦极 (Live),github_extended,0.7
功夫胖KungFuPen,蹦极 (Live),github_v2,0.75
功夫胖KungFuPen,躺椅,github_dataset,0.8
功夫胖KungFuPen,躺椅,github_extended,0.7
功夫胖KungFuPen,躺椅,github_v2,0.75
功夫胖KungFuPen,醒来,github_dataset,0.8
功夫胖KungFuPen,醒来,github_extended,0.7
功夫胖KungFuPen,醒来,github_v2,0.75
功夫胖KungFuPen,铁锈,github_dataset,0.8
功夫胖KungFuPen,铁锈,github_extended,0.7
功夫胖KungFuPen,铁锈,github_v2,0.75
功夫胖KungFuPen,飞太远 (Live),github_dataset,0.8
功夫胖KungFuPen,飞太远 (Live),github_extended,0.7
功夫胖KungFuPen,飞太远 (Live),github_v2,0.75
双棒儿,Intro(什么名人),github_dataset,0.8
双棒儿,Intro(什么名人),github_extended,0.7
双棒儿,Intro(什么名人),github_v2,0.75
双棒儿,Jahley的歌,github_dataset,0.8
双棒儿,Jahley的歌,github_extended,0.7
双棒儿,Jahley的歌,github_v2,0.75
双棒儿,R.I.P,github_dataset,0.8
双棒儿,R.I.P,github_extended,0.7
双棒儿,R.I.P,github_v2,0.75
双棒儿,五道口,github_dataset,0.8
双棒儿,五道口,github_extended,0.7
双棒儿,五道口,github_v2,0.75
双棒儿,北京交通,github_dataset,0.8
双棒儿,北京交通,github_extended,0.7
双棒儿,北京交通,github_v2,0.75
双棒儿,双棒儿 - 哥们儿你要结婚了,github_dataset,0.8
双棒儿,双棒儿 - 哥们儿你要结婚了,github_extended,0.7
双棒儿,双棒儿 - 哥们儿你要结婚了,github_v2,0.75
双棒儿,哦美国,github_dataset,0.8
双棒儿,哦美国,github_extended,0.7
双棒儿,哦美国,github_v2,0.75
双棒儿,在街头,github_dataset,0.8
双棒儿,在街头,github_extended,0.7
双棒儿,在街头,github_v2,0.75
双棒儿,大理的猫,github_dataset,0.8
双棒儿,大理的猫,github_extended,0.7
双棒儿,大理的猫,github_v2,0.75
双棒儿,小晴,github_dataset,0.8
双棒儿,小晴,github_extended,0.7
双棒儿,小晴,github_v2,0.75
双棒儿,晚安北京晚安曾经,github_dataset,0.8
双棒儿,晚安北京晚安曾经,github_extended,0.7
双棒儿,晚安北京晚安曾经,github_v2,0.75
双棒儿,老样子,github_dataset,0.8
双棒儿,老样子,github_extended,0.7
双棒儿,老样子,github_v2,0.75
双棒儿,记住,github_dataset,0.8
双棒儿,记住,github_extended,0.7
双棒儿,记住,github_v2,0.75
双棒儿,说唱功夫,github_dataset,0.8
双棒儿,说唱功夫,github_extended,0.7
双棒儿,说唱功夫,github_v2,0.75
双棒儿,那孩子,github_dataset,0.8
双棒儿,那孩子,github_extended,0.7
双棒儿,那孩子,github_v2,0.75
双棒儿,金桥姑娘,github_dataset,0.8
双棒儿,金桥姑娘,github_extended,0.7
双棒儿,金桥姑娘,github_v2,0.75
双棒儿,高山流水,github_dataset,0.8
双棒儿,高山流水,github_extended,0.7
双棒儿,高山流水,github_v2,0.75
吴亦凡,6,github_dataset,0.8
吴亦凡,6,github_extended,0.7
吴亦凡,6,github_v2,0.75
吴亦凡,All Of Me(Live),github_dataset,0.8
吴亦凡,All Of Me(Live),github_extended,0.7
吴亦凡,All Of Me(Live),github_v2,0.75
吴亦凡,Antares,github_dataset,0.8
吴亦凡,Antares,github_extended,0.7
吴亦凡,Antares,github_v2,0.75
吴亦凡,B.M.,github_dataset,0.8
吴亦凡,B.M.,github_extended,0.7
吴亦凡,B.M.,github_v2,0.75
吴亦凡,Bad Girl,github_dataset,0.8
吴亦凡,Bad Girl,github_extended,0.7
吴亦凡,Bad Girl,github_v2,0.75
吴亦凡,Call You Mine,github_dataset,0.8
吴亦凡,Call You Mine,github_extended,0.7
吴亦凡,Call You Mine,github_v2,0.75
吴亦凡,Coupe,github_dataset,0.8
吴亦凡,Coupe,github_extended,0.7
吴亦凡,Coupe,github_v2,0.75
吴亦凡,Deserve (Lido Remix),github_dataset,0.8
吴亦凡,Deserve (Lido Remix),github_extended,0.7
吴亦凡,Deserve (Lido Remix),github_v2,0.75
吴亦凡,Explore,github_dataset,0.8
吴亦凡,Explore,github_extended,0.7
吴亦凡,Explore,github_v2,0.75
吴亦凡,Freedom,github_dataset,0.8
吴亦凡,Freedom,github_extended,0.7
吴亦凡,Freedom,github_v2,0.75
吴亦凡,Hold Me Down (中文版),github_dataset,0.8
吴亦凡,Hold Me Down (中文版),github_extended,0.7
吴亦凡,Hold Me Down (中文版),github_v2,0.75
吴亦凡,JUICE,github_dataset,0.8
吴亦凡,JUICE,github_extended,0.7
吴亦凡,JUICE,github_v2,0.75
吴亦凡,JULY,github_dataset,0.8
吴亦凡,JULY,github_extended,0.7
吴亦凡,JULY,github_v2,0.75
吴亦凡,Juice,github_dataset,0.8
吴亦凡,Juice,github_extended,0.7
吴亦凡,Juice,github_v2,0.75
吴亦凡,July (Live),github_dataset,0.8
吴亦凡,July (Live),github_extended,0.7
吴亦凡,July (Live),github_v2,0.75
吴亦凡,Like That,github_dataset,0.8
吴亦凡,Like That,github_extended,0.7
吴亦凡,Like That,github_v2,0.75
吴亦凡,Lullaby,github_dataset,0.8
吴亦凡,Lullaby,github_extended,0.7
吴亦凡,Lullaby,github_v2,0.75
吴亦凡,November Rain,github_dataset,0.8
吴亦凡,November Rain,github_extended,0.7
吴亦凡,November Rain,github_v2,0.75
吴亦凡,Officially Missing You (Radio Ver.),github_dataset,0.8
吴亦凡,Officially Missing You (Radio Ver.),github_extended,0.7
吴亦凡,Officially Missing You (Radio Ver.),github_v2,0.75
吴亦凡,One Dream(Live),github_dataset,0.8
吴亦凡,One Dream(Live),github_extended,0.7
吴亦凡,One Dream(Live),github_v2,0.75
吴亦凡,Say Yes,github_dataset,0.8
吴亦凡,Say Yes,github_extended,0.7
吴亦凡,Say Yes,github_v2,0.75
吴亦凡,Selfish,github_dataset,0.8
吴亦凡,Selfish,github_extended,0.7
吴亦凡,Selfish,github_v2,0.75
吴亦凡,Tough Pill,github_dataset,0.8
吴亦凡,Tough Pill,github_extended,0.7
吴亦凡,Tough Pill,github_v2,0.75
吴亦凡,We Alive,github_dataset,0.8
吴亦凡,We Alive,github_extended,0.7
吴亦凡,We Alive,github_v2,0.75
吴亦凡,Young OG (Live),github_dataset,0.8
吴亦凡,Young OG (Live),github_extended,0.7
吴亦凡,Young OG (Live),github_v2,0.75
吴亦凡,You’d Better Run (Live),github_dataset,0.8
吴亦凡,You’d Better Run (Live),github_extended,0.7
吴亦凡,You’d Better Run (Live),github_v2,0.75
吴亦凡,三年二班 (Live),github_dataset,0.8
吴亦凡,三年二班 (Live),github_extended,0.7
吴亦凡,三年二班 (Live),github_v2,0.75
吴亦凡,中国魂,github_dataset,0.8
吴亦凡,中国魂,github_extended,0.7
吴亦凡,中国魂,github_v2,0.75
吴亦凡,乖乖,github_dataset,0.8
吴亦凡,乖乖,github_extended,0.7
吴亦凡,乖乖,github_v2,0.75
吴亦凡,从此以后 ,github_dataset,0.8
吴亦凡,从此以后 ,github_extended,0.7
吴亦凡,从此以后 ,github_v2,0.75
吴亦凡,从此以后 (Live),github_dataset,0.8
吴亦凡,从此以后 (Live),github_extended,0.7
吴亦凡,从此以后 (Live),github_v2,0.75
吴亦凡,你把我灌醉 + Lullaby + 天堂 + 时间煮雨 + 爱你 (Live),github_dataset,0.8
吴亦凡,你把我灌醉 + Lullaby + 天堂 + 时间煮雨 + 爱你 (Live),github_extended,0.7
吴亦凡,你把我灌醉 + Lullaby + 天堂 + 时间煮雨 + 爱你 (Live),github_v2,0.75
吴亦凡,刀剑如梦,github_dataset,0.8
吴亦凡,刀剑如梦,github_extended,0.7
吴亦凡,刀剑如梦,github_v2,0.75
吴亦凡,制作人cypher (Live),github_dataset,0.8
吴亦凡,制作人cypher (Live),github_extended,0.7
吴亦凡,制作人cypher (Live),github_v2,0.75
吴亦凡,天地,github_dataset,0.8
吴亦凡,天地,github_extended,0.7
吴亦凡,天地,github_v2,0.75
吴亦凡,家人 (Live),github_dataset,0.8
吴亦凡,家人 (Live),github_extended,0.7
吴亦凡,家人 (Live),github_v2,0.75
吴亦凡,彩虹,github_dataset,0.8
吴亦凡,彩虹,github_extended,0.7
吴亦凡,彩虹,github_v2,0.75
吴亦凡,悟,github_dataset,0.8
吴亦凡,悟,github_extended,0.7
吴亦凡,悟,github_v2,0.75
吴亦凡,想你,github_dataset,0.8
吴亦凡,想你,github_extended,0.7
吴亦凡,想你,github_v2,0.75
吴亦凡,我选择的路,github_dataset,0.8
吴亦凡,我选择的路,github_extended,0.7
吴亦凡,我选择的路,github_v2,0.75
吴亦凡,时间煮雨 - live,github_dataset,0.8
吴亦凡,时间煮雨 - live,github_extended,0.7
吴亦凡,时间煮雨 - live,github_v2,0.75
吴亦凡,有一个地方 - live,github_dataset,0.8
吴亦凡,有一个地方 - live,github_extended,0.7
吴亦凡,有一个地方 - live,github_v2,0.75
吴亦凡,有一个地方remix,github_dataset,0.8
吴亦凡,有一个地方remix,github_extended,0.7
吴亦凡,有一个地方remix,github_v2,0.75
吴亦凡,花房姑娘,github_dataset,0.8
吴亦凡,花房姑娘,github_extended,0.7
吴亦凡,花房姑娘,github_v2,0.75
吴亦凡,英雄之火+不灭火 (Live),github_dataset,0.8
吴亦凡,英雄之火+不灭火 (Live),github_extended,0.7
吴亦凡,英雄之火+不灭火 (Live),github_v2,0.75
吴亦凡,죽일 놈,github_dataset,0.8
吴亦凡,죽일 놈,github_extended,0.7
吴亦凡,죽일 놈,github_v2,0.75
吾人文化,DOMO-剌剌秧,github_dataset,0.8
吾人文化,DOMO-剌剌秧,github_extended,0.7
吾人文化,DOMO-剌剌秧,github_v2,0.75
吾人文化,Money Mind（Super / Mai / Ganana),github_dataset,0.8
吾人文化,Money Mind（Super / Mai / Ganana),github_extended,0.7
吾人文化,Money Mind（Super / Mai / Ganana),github_v2,0.75
吾人文化,ROCK,github_dataset,0.8
吾人文化,ROCK,github_extended,0.7
吾人文化,ROCK,github_v2,0.75
吾人文化,Sing a Sang,github_dataset,0.8
吾人文化,Sing a Sang,github_extended,0.7
吾人文化,Sing a Sang,github_v2,0.75
吾人文化,We are the city（remix）,github_dataset,0.8
吾人文化,We are the city（remix）,github_extended,0.7
吾人文化,We are the city（remix）,github_v2,0.75
吾人文化,一个传奇,github_dataset,0.8
吾人文化,一个传奇,github_extended,0.7
吾人文化,一个传奇,github_v2,0.75
吾人文化,一夜,github_dataset,0.8
吾人文化,一夜,github_extended,0.7
吾人文化,一夜,github_v2,0.75
吾人文化,中国功夫,github_dataset,0.8
吾人文化,中国功夫,github_extended,0.7
吾人文化,中国功夫,github_v2,0.75
吾人文化,为你,github_dataset,0.8
吾人文化,为你,github_extended,0.7
吾人文化,为你,github_v2,0.75
吾人文化,假如你属于我,github_dataset,0.8
吾人文化,假如你属于我,github_extended,0.7
吾人文化,假如你属于我,github_v2,0.75
吾人文化,冲破,github_dataset,0.8
吾人文化,冲破,github_extended,0.7
吾人文化,冲破,github_v2,0.75
吾人文化,出师表3.0,github_dataset,0.8
吾人文化,出师表3.0,github_extended,0.7
吾人文化,出师表3.0,github_v2,0.75
吾人文化,剑客 刀客 侠客,github_dataset,0.8
吾人文化,剑客 刀客 侠客,github_extended,0.7
吾人文化,剑客 刀客 侠客,github_v2,0.75
吾人文化,十年,github_dataset,0.8
吾人文化,十年,github_extended,0.7
吾人文化,十年,github_v2,0.75
吾人文化,华埠,github_dataset,0.8
吾人文化,华埠,github_extended,0.7
吾人文化,华埠,github_v2,0.75
吾人文化,吾人归来,github_dataset,0.8
吾人文化,吾人归来,github_extended,0.7
吾人文化,吾人归来,github_v2,0.75
吾人文化,喝,github_dataset,0.8
吾人文化,喝,github_extended,0.7
吾人文化,喝,github_v2,0.75
吾人文化,国殇512,github_dataset,0.8
吾人文化,国殇512,github_extended,0.7
吾人文化,国殇512,github_v2,0.75
吾人文化,在路上,github_dataset,0.8
吾人文化,在路上,github_extended,0.7
吾人文化,在路上,github_v2,0.75
吾人文化,城,github_dataset,0.8
吾人文化,城,github_extended,0.7
吾人文化,城,github_v2,0.75
吾人文化,城市忍者疾风传（Cover the first sigh）,github_dataset,0.8
吾人文化,城市忍者疾风传（Cover the first sigh）,github_extended,0.7
吾人文化,城市忍者疾风传（Cover the first sigh）,github_v2,0.75
吾人文化,引子,github_dataset,0.8
吾人文化,引子,github_extended,0.7
吾人文化,引子,github_v2,0.75
吾人文化,情系吾人,github_dataset,0.8
吾人文化,情系吾人,github_extended,0.7
吾人文化,情系吾人,github_v2,0.75
吾人文化,我的,github_dataset,0.8
吾人文化,我的,github_extended,0.7
吾人文化,我的,github_v2,0.75
吾人文化,我的家在东北,github_dataset,0.8
吾人文化,我的家在东北,github_extended,0.7
吾人文化,我的家在东北,github_v2,0.75
吾人文化,摩天大圣,github_dataset,0.8
吾人文化,摩天大圣,github_extended,0.7
吾人文化,摩天大圣,github_v2,0.75
吾人文化,旅行,github_dataset,0.8
吾人文化,旅行,github_extended,0.7
吾人文化,旅行,github_v2,0.75
吾人文化,春天,github_dataset,0.8
吾人文化,春天,github_extended,0.7
吾人文化,春天,github_v2,0.75
吾人文化,最美的风景,github_dataset,0.8
吾人文化,最美的风景,github_extended,0.7
吾人文化,最美的风景,github_v2,0.75
吾人文化,样带：38场29镜2次,github_dataset,0.8
吾人文化,样带：38场29镜2次,github_extended,0.7
吾人文化,样带：38场29镜2次,github_v2,0.75
吾人文化,桃花扇,github_dataset,0.8
吾人文化,桃花扇,github_extended,0.7
吾人文化,桃花扇,github_v2,0.75
吾人文化,浪子,github_dataset,0.8
吾人文化,浪子,github_extended,0.7
吾人文化,浪子,github_v2,0.75
吾人文化,海子,github_dataset,0.8
吾人文化,海子,github_extended,0.7
吾人文化,海子,github_v2,0.75
吾人文化,花花世界,github_dataset,0.8
吾人文化,花花世界,github_extended,0.7
吾人文化,花花世界,github_v2,0.75
吾人文化,血战人生,github_dataset,0.8
吾人文化,血战人生,github_extended,0.7
吾人文化,血战人生,github_v2,0.75
吾人文化,行走在黑夜,github_dataset,0.8
吾人文化,行走在黑夜,github_extended,0.7
吾人文化,行走在黑夜,github_v2,0.75
吾人文化,过往,github_dataset,0.8
吾人文化,过往,github_extended,0.7
吾人文化,过往,github_v2,0.75
吾人文化,途,github_dataset,0.8
吾人文化,途,github_extended,0.7
吾人文化,途,github_v2,0.75
吾人文化,那首歌,github_dataset,0.8
吾人文化,那首歌,github_extended,0.7
吾人文化,那首歌,github_v2,0.75
吾人文化,阿哥阿妹,github_dataset,0.8
吾人文化,阿哥阿妹,github_extended,0.7
吾人文化,阿哥阿妹,github_v2,0.75
吾人文化,龙门客栈,github_dataset,0.8
吾人文化,龙门客栈,github_extended,0.7
吾人文化,龙门客栈,github_v2,0.75
周杰伦,七里香,lrc_cx,0.9
大囍门,181,github_dataset,0.8
大囍门,181,github_extended,0.7
大囍门,181,github_v2,0.75
大囍门,1:30AM,github_dataset,0.8
大囍门,1:30AM,github_extended,0.7
大囍门,1:30AM,github_v2,0.75
大囍门,Kid(Interlude) - intro,github_dataset,0.8
大囍门,Kid(Interlude) - intro,github_extended,0.7
大囍门,Kid(Interlude) - intro,github_v2,0.75
大囍门,Office Lady,github_dataset,0.8
大囍门,Office Lady,github_extended,0.7
大囍门,Office Lady,github_v2,0.75
大囍门,Rock The Party,github_dataset,0.8
大囍门,Rock The Party,github_extended,0.7
大囍门,Rock The Party,github_v2,0.75
大囍门,School Life,github_dataset,0.8
大囍门,School Life,github_extended,0.7
大囍门,School Life,github_v2,0.75
大囍门,Soul Food,github_dataset,0.8
大囍门,Soul Food,github_extended,0.7
大囍门,Soul Food,github_v2,0.75
大囍门,中国人,github_dataset,0.8
大囍门,中国人,github_extended,0.7
大囍门,中国人,github_v2,0.75
大囍门,大明星,github_dataset,0.8
大囍门,大明星,github_extended,0.7
大囍门,大明星,github_v2,0.75
大囍门,她像,github_dataset,0.8
大囍门,她像,github_extended,0.7
大囍门,她像,github_v2,0.75
大囍门,好时光,github_dataset,0.8
大囍门,好时光,github_extended,0.7
大囍门,好时光,github_v2,0.75
大囍门,帅哥,github_dataset,0.8
大囍门,帅哥,github_extended,0.7
大囍门,帅哥,github_v2,0.75
大囍门,平凡,github_dataset,0.8
大囍门,平凡,github_extended,0.7
大囍门,平凡,github_v2,0.75
大囍门,我爱摇滚,github_dataset,0.8
大囍门,我爱摇滚,github_extended,0.7
大囍门,我爱摇滚,github_v2,0.75
大囍门,我穿NIKE鞋把妹,github_dataset,0.8
大囍门,我穿NIKE鞋把妹,github_extended,0.7
大囍门,我穿NIKE鞋把妹,github_v2,0.75
大囍门,烂人情歌,github_dataset,0.8
大囍门,烂人情歌,github_extended,0.7
大囍门,烂人情歌,github_v2,0.75
大囍门,爱,github_dataset,0.8
大囍门,爱,github_extended,0.7
大囍门,爱,github_v2,0.75
大囍门,电影情节,github_dataset,0.8
大囍门,电影情节,github_extended,0.7
大囍门,电影情节,github_v2,0.75
大囍门,白痴,github_dataset,0.8
大囍门,白痴,github_extended,0.7
大囍门,白痴,github_v2,0.75
大囍门,相信,github_dataset,0.8
大囍门,相信,github_extended,0.7
大囍门,相信,github_v2,0.75
大囍门,管他去死,github_dataset,0.8
大囍门,管他去死,github_extended,0.7
大囍门,管他去死,github_v2,0.75
大囍门,谢谢,github_dataset,0.8
大囍门,谢谢,github_extended,0.7
大囍门,谢谢,github_v2,0.75
大囍门,饶舌歌手,github_dataset,0.8
大囍门,饶舌歌手,github_extended,0.7
大囍门,饶舌歌手,github_v2,0.75
大笑,03,github_dataset,0.8
大笑,03,github_extended,0.7
大笑,03,github_v2,0.75
大笑,Fast food,github_dataset,0.8
大笑,Fast food,github_extended,0.7
大笑,Fast food,github_v2,0.75
大笑,Leave me alone,github_dataset,0.8
大笑,Leave me alone,github_extended,0.7
大笑,Leave me alone,github_v2,0.75
大笑,Street Fighter (Live),github_dataset,0.8
大笑,Street Fighter (Live),github_extended,0.7
大笑,Street Fighter (Live),github_v2,0.75
大笑,与你无关的（feat.大笑）,github_dataset,0.8
大笑,与你无关的（feat.大笑）,github_extended,0.7
大笑,与你无关的（feat.大笑）,github_v2,0.75
大笑,公主,github_dataset,0.8
大笑,公主,github_extended,0.7
大笑,公主,github_v2,0.75
大笑,到我碗里来,github_dataset,0.8
大笑,到我碗里来,github_extended,0.7
大笑,到我碗里来,github_v2,0.75
大笑,失夜1999,github_dataset,0.8
大笑,失夜1999,github_extended,0.7
大笑,失夜1999,github_v2,0.75
大笑,我们不熟,github_dataset,0.8
大笑,我们不熟,github_extended,0.7
大笑,我们不熟,github_v2,0.75
大笑,押韵歌(All-Star Remix),github_dataset,0.8
大笑,押韵歌(All-Star Remix),github_extended,0.7
大笑,押韵歌(All-Star Remix),github_v2,0.75
大笑,紧紧,github_dataset,0.8
大笑,紧紧,github_extended,0.7
大笑,紧紧,github_v2,0.75
大笑,酒瓶座,github_dataset,0.8
大笑,酒瓶座,github_extended,0.7
大笑,酒瓶座,github_v2,0.75
大笑,醒醒,github_dataset,0.8
大笑,醒醒,github_extended,0.7
大笑,醒醒,github_v2,0.75
姜云升,不悔,lrc_cx_ext,0.85
姜云升,亲爱的第,lrc_cx_build,0.88
姜云升,人间不值得,lrc_cx_build,0.88
姜云升,人间不值得,lrc_cx_ext,0.85
姜云升,人间不值得,netease_top,0.85
姜云升,人间清醒,lrc_cx_build,0.88
姜云升,光,lrc_cx_build,0.88
姜云升,别闹,lrc_cx_build,0.88
姜云升,夜,lrc_cx_build,0.88
姜云升,夜空中最亮的星,lrc_cx_ext,0.85
姜云升,天,lrc_cx_build,0.88
姜云升,心,lrc_cx_build,0.88
姜云升,恶作剧,lrc_cx_ext,0.85
姜云升,我本优秀,lrc_cx_build,0.88
姜云升,我本单纯,lrc_cx_build,0.88
姜云升,我本善良,lrc_cx_build,0.88
姜云升,我的时代,lrc_cx_ext,0.85
姜云升,斑马斑马,lrc_cx_ext,0.85
姜云升,春风十里,lrc_cx_ext,0.85
姜云升,春风十里,netease_top,0.85
姜云升,月,lrc_cx_build,0.88
姜云升,梦,lrc_cx_build,0.88
姜云升,没有理想的人不悲伤,lrc_cx_ext,0.85
姜云升,没有理想的人不悲伤,netease_top,0.85
姜云升,没有理由,lrc_cx_build,0.88
姜云升,流浪歌手,lrc_cx_ext,0.85
姜云升,流浪歌手,netease_top,0.85
姜云升,爱,lrc_cx_build,0.88
姜云升,理想三旬,lrc_cx_ext,0.85
姜云升,理想三旬,netease_top,0.85
姜云升,自由魂,lrc_cx_ext,0.85
姜云升,自由魂,netease_top,0.85
姜云升,花,lrc_cx_build,0.88
姜云升,逆光,lrc_cx_ext,0.85
姜云升,雨,lrc_cx_build,0.88
姜云升,风,lrc_cx_build,0.88
孔令奇,BOSS,github_dataset,0.8
孔令奇,BOSS,github_extended,0.7
孔令奇,BOSS,github_v2,0.75
孔令奇,Bring it Back (Live),github_dataset,0.8
孔令奇,Bring it Back (Live),github_extended,0.7
孔令奇,Bring it Back (Live),github_v2,0.75
孔令奇,Don't Stop,github_dataset,0.8
孔令奇,Don't Stop,github_extended,0.7
孔令奇,Don't Stop,github_v2,0.75
孔令奇,Dream Girl,github_dataset,0.8
孔令奇,Dream Girl,github_extended,0.7
孔令奇,Dream Girl,github_v2,0.75
孔令奇,Game Boy,github_dataset,0.8
孔令奇,Game Boy,github_extended,0.7
孔令奇,Game Boy,github_v2,0.75
孔令奇,Go Crazy,github_dataset,0.8
孔令奇,Go Crazy,github_extended,0.7
孔令奇,Go Crazy,github_v2,0.75
孔令奇,I Know,github_dataset,0.8
孔令奇,I Know,github_extended,0.7
孔令奇,I Know,github_v2,0.75
孔令奇,Intro - intro,github_dataset,0.8
孔令奇,Intro - intro,github_extended,0.7
孔令奇,Intro - intro,github_v2,0.75
孔令奇,One,github_dataset,0.8
孔令奇,One,github_extended,0.7
孔令奇,One,github_v2,0.75
孔令奇,Real Life,github_dataset,0.8
孔令奇,Real Life,github_extended,0.7
孔令奇,Real Life,github_v2,0.75
孔令奇,Should I Stay Should I Go,github_dataset,0.8
孔令奇,Should I Stay Should I Go,github_extended,0.7
孔令奇,Should I Stay Should I Go,github_v2,0.75
孔令奇,UP2U,github_dataset,0.8
孔令奇,UP2U,github_extended,0.7
孔令奇,UP2U,github_v2,0.75
孔令奇,We Next (Live),github_dataset,0.8
孔令奇,We Next (Live),github_extended,0.7
孔令奇,We Next (Live),github_v2,0.75
孔令奇,Work Hard,github_dataset,0.8
孔令奇,Work Hard,github_extended,0.7
孔令奇,Work Hard,github_v2,0.75
孔令奇,World Peace,github_dataset,0.8
孔令奇,World Peace,github_extended,0.7
孔令奇,World Peace,github_v2,0.75
孔令奇,上火,github_dataset,0.8
孔令奇,上火,github_extended,0.7
孔令奇,上火,github_v2,0.75
孔令奇,上火2018,github_dataset,0.8
孔令奇,上火2018,github_extended,0.7
孔令奇,上火2018,github_v2,0.75
孔令奇,不关它的事,github_dataset,0.8
孔令奇,不关它的事,github_extended,0.7
孔令奇,不关它的事,github_v2,0.75
孔令奇,不曾离开,github_dataset,0.8
孔令奇,不曾离开,github_extended,0.7
孔令奇,不曾离开,github_v2,0.75
孔令奇,不要再,github_dataset,0.8
孔令奇,不要再,github_extended,0.7
孔令奇,不要再,github_v2,0.75
孔令奇,全世界在跑,github_dataset,0.8
孔令奇,全世界在跑,github_extended,0.7
孔令奇,全世界在跑,github_v2,0.75
孔令奇,别原谅我,github_dataset,0.8
孔令奇,别原谅我,github_extended,0.7
孔令奇,别原谅我,github_v2,0.75
孔令奇,双人漂移,github_dataset,0.8
孔令奇,双人漂移,github_extended,0.7
孔令奇,双人漂移,github_v2,0.75
孔令奇,呜Ouuu,github_dataset,0.8
孔令奇,呜Ouuu,github_extended,0.7
孔令奇,呜Ouuu,github_v2,0.75
孔令奇,哈过头,github_dataset,0.8
孔令奇,哈过头,github_extended,0.7
孔令奇,哈过头,github_v2,0.75
孔令奇,天天这么快乐,github_dataset,0.8
孔令奇,天天这么快乐,github_extended,0.7
孔令奇,天天这么快乐,github_v2,0.75
孔令奇,妖精,github_dataset,0.8
孔令奇,妖精,github_extended,0.7
孔令奇,妖精,github_v2,0.75
孔令奇,妹妹,github_dataset,0.8
孔令奇,妹妹,github_extended,0.7
孔令奇,妹妹,github_v2,0.75
孔令奇,干嘛悲伤,github_dataset,0.8
孔令奇,干嘛悲伤,github_extended,0.7
孔令奇,干嘛悲伤,github_v2,0.75
孔令奇,心里不甜,github_dataset,0.8
孔令奇,心里不甜,github_extended,0.7
孔令奇,心里不甜,github_v2,0.75
孔令奇,心鬼,github_dataset,0.8
孔令奇,心鬼,github_extended,0.7
孔令奇,心鬼,github_v2,0.75
孔令奇,悬浮记忆,github_dataset,0.8
孔令奇,悬浮记忆,github_extended,0.7
孔令奇,悬浮记忆,github_v2,0.75
孔令奇,摆Pose,github_dataset,0.8
孔令奇,摆Pose,github_extended,0.7
孔令奇,摆Pose,github_v2,0.75
孔令奇,新的我旧的我,github_dataset,0.8
孔令奇,新的我旧的我,github_extended,0.7
孔令奇,新的我旧的我,github_v2,0.75
孔令奇,日落之巅 (Running),github_dataset,0.8
孔令奇,日落之巅 (Running),github_extended,0.7
孔令奇,日落之巅 (Running),github_v2,0.75
孔令奇,是你小孩也是你的Man,github_dataset,0.8
孔令奇,是你小孩也是你的Man,github_extended,0.7
孔令奇,是你小孩也是你的Man,github_v2,0.75
孔令奇,暗渡,github_dataset,0.8
孔令奇,暗渡,github_extended,0.7
孔令奇,暗渡,github_v2,0.75
孔令奇,来看你,github_dataset,0.8
孔令奇,来看你,github_extended,0.7
孔令奇,来看你,github_v2,0.75
孔令奇,火不了,github_dataset,0.8
孔令奇,火不了,github_extended,0.7
孔令奇,火不了,github_v2,0.75
孔令奇,爱的就是你,github_dataset,0.8
孔令奇,爱的就是你,github_extended,0.7
孔令奇,爱的就是你,github_v2,0.75
孔令奇,老派恋情,github_dataset,0.8
孔令奇,老派恋情,github_extended,0.7
孔令奇,老派恋情,github_v2,0.75
孔令奇,腮红,github_dataset,0.8
孔令奇,腮红,github_extended,0.7
孔令奇,腮红,github_v2,0.75
孔令奇,醉爱,github_dataset,0.8
孔令奇,醉爱,github_extended,0.7
孔令奇,醉爱,github_v2,0.75
孔令奇,隔壁某某,github_dataset,0.8
孔令奇,隔壁某某,github_extended,0.7
孔令奇,隔壁某某,github_v2,0.75
孔令奇,雨魅娘,github_dataset,0.8
